delta,delta_log2,frequency,density,cumulative_density
89/19,2.2278059175228124,4,7.866655160372387e-08,0.9999719947075978
32/61,-0.9307373375628863,4,7.866655160372387e-08,0.9999720733741494
17/93,-2.451695969857692,4,7.866655160372387e-08,0.999972152040701
62/39,0.6687940915246269,4,7.866655160372387e-08,0.9999722307072526
87/23,1.919381539791716,4,7.866655160372387e-08,0.9999723093738042
45/67,-0.5742360941280976,4,7.866655160372387e-08,0.9999723880403558
73/35,1.060541541935051,4,7.866655160372387e-08,0.9999724667069074
69/34,1.0210616155278296,4,7.866655160372387e-08,0.999972545373459
79/29,1.4457997530495308,4,7.866655160372387e-08,0.9999726240400106
25/98,-1.9708536543404835,4,7.866655160372387e-08,0.9999727027065622
91/12,2.9228321394775403,4,7.866655160372387e-08,0.9999727813731139
42/61,-0.538419914784126,4,7.866655160372387e-08,0.9999728600396655
45/59,-0.3907899530321666,4,7.866655160372387e-08,0.9999729387062171
50/51,-0.0285691521967709,4,7.866655160372387e-08,0.9999730173727687
69/29,1.250543461650597,4,7.866655160372387e-08,0.9999730960393203
83/16,2.375039431346925,4,7.866655160372387e-08,0.9999731747058719
54/47,0.2002986504858313,4,7.866655160372387e-08,0.9999732533724235
78/25,1.641546029087524,4,7.866655160372387e-08,0.9999733320389751
51/49,0.0577154978562874,4,7.866655160372387e-08,0.9999734107055267
17/20,-0.2344652536370229,4,7.866655160372387e-08,0.9999734893720783
31/7,2.146841388329271,4,7.866655160372387e-08,0.9999735680386299
106/3,5.142957953842043,4,7.866655160372387e-08,0.9999736467051815
2/105,-5.714245517666123,4,7.866655160372387e-08,0.9999737253717331
35/66,-0.915111102413487,4,7.866655160372387e-08,0.9999738040382847
63/41,0.6197279188818329,4,7.866655160372387e-08,0.9999738827048363
58/47,0.3033921434499347,4,7.866655160372387e-08,0.9999739613713879
78/23,1.7618402628052354,4,7.866655160372387e-08,0.9999740400379395
51/55,-0.108934371553164,4,7.866655160372387e-08,0.9999741187044912
6/95,-3.984893107609792,4,7.866655160372387e-08,0.9999741973710428
90/13,2.7914133781885826,4,7.866655160372387e-08,0.9999742760375944
47/55,-0.2267708618470223,4,7.866655160372387e-08,0.999974354704146
74/33,1.1650592462704965,4,7.866655160372387e-08,0.9999744333706976
23/11,1.0641303374197155,4,7.866655160372387e-08,0.9999745120372492
48/53,-0.1429579538420429,4,7.866655160372387e-08,0.9999745907038008
79/21,1.9114633253983424,4,7.866655160372387e-08,0.9999746693703524
10/89,-3.1538053360790355,4,7.866655160372387e-08,0.999974748036904
83/21,1.9827220085681647,4,7.866655160372387e-08,0.9999748267034556
81/25,1.6959938131099002,4,7.866655160372387e-08,0.9999749053700072
68/37,0.8780094756213896,4,7.866655160372387e-08,0.9999749840365588
82/21,1.9652345818393235,4,7.866655160372387e-08,0.9999750627031104
88/17,2.371968777386958,4,7.866655160372387e-08,0.999975141369662
4/93,-4.539158811108031,4,7.866655160372387e-08,0.9999752200362136
89/16,2.4757334309663976,4,7.866655160372387e-08,0.9999752987027652
48/55,-0.1963972128035035,4,7.866655160372387e-08,0.9999753773693169
94/3,4.9696263509564815,4,7.866655160372387e-08,0.9999754560358685
87/19,2.1950159824051427,4,7.866655160372387e-08,0.9999755347024201
29/78,-1.4274212237346762,4,7.866655160372387e-08,0.9999756133689717
79/24,1.7188182474559466,4,7.866655160372387e-08,0.9999756920355233
87/16,2.4429434958487284,4,7.866655160372387e-08,0.9999757707020749
43/60,-0.4806258409064206,4,7.866655160372387e-08,0.9999758493686265
26/79,-1.603341030036011,4,7.866655160372387e-08,0.9999759280351781
46/53,-0.2043584985061863,4,7.866655160372387e-08,0.9999760067017297
14/23,-0.7162070339994087,4,7.866655160372387e-08,0.9999760853682813
2/103,-5.6865005271832185,4,7.866655160372387e-08,0.9999761640348329
75/31,1.2746223801090055,4,7.866655160372387e-08,0.9999762427013845
39/62,-0.6687940915246269,4,7.866655160372387e-08,0.9999763213679361
43/53,-0.3016556998611012,3,5.899991370279289e-08,0.9999763803678499
73/29,1.331843563752445,3,5.899991370279289e-08,0.9999764393677636
23/14,0.7162070339994088,3,5.899991370279289e-08,0.9999764983676773
50/69,-0.4646682670034444,3,5.899991370279289e-08,0.9999765573675911
15/89,-2.5688428353578794,3,5.899991370279289e-08,0.9999766163675048
45/61,-0.4388842412332115,3,5.899991370279289e-08,0.9999766753674185
101,6.658211482751796,3,5.899991370279289e-08,0.9999767343673323
14/87,-2.635588573791124,3,5.899991370279289e-08,0.999976793367246
57/41,0.4753380095466579,3,5.899991370279289e-08,0.9999768523671597
40/71,-0.8278190246173197,3,5.899991370279289e-08,0.9999769113670735
16/87,-2.4429434958487284,3,5.899991370279289e-08,0.9999769703669872
61/47,0.3761484858852489,3,5.899991370279289e-08,0.9999770293669009
23/87,-1.919381539791716,3,5.899991370279289e-08,0.9999770883668146
5/97,-4.277984747299765,3,5.899991370279289e-08,0.9999771473667284
110,6.78135971352466,3,5.899991370279289e-08,0.9999772063666421
22/83,-1.915607812709628,3,5.899991370279289e-08,0.9999772653665558
45/62,-0.4623432140572004,3,5.899991370279289e-08,0.9999773243664696
93/8,3.5391588111080314,3,5.899991370279289e-08,0.9999773833663833
43/65,-0.5961030583263566,3,5.899991370279289e-08,0.999977442366297
38/63,-0.7293524100563311,3,5.899991370279289e-08,0.9999775013662108
65/36,0.8524428115861422,3,5.899991370279289e-08,0.9999775603661245
13/22,-0.7589919004962051,3,5.899991370279289e-08,0.9999776193660382
92/25,1.8797057662822885,3,5.899991370279289e-08,0.999977678365952
31/68,-1.1332665308634642,3,5.899991370279289e-08,0.9999777373658657
75/34,1.1413558492455416,3,5.899991370279289e-08,0.9999777963657794
96/7,3.777607578663552,3,5.899991370279289e-08,0.9999778553656932
66/59,0.161751069996612,3,5.899991370279289e-08,0.9999779143656069
13/99,-2.9289169019385173,3,5.899991370279289e-08,0.9999779733655206
56/55,0.0259952085329443,3,5.899991370279289e-08,0.9999780323654344
104,6.700439718141092,3,5.899991370279289e-08,0.9999780913653481
51/52,-0.0280143761695966,3,5.899991370279289e-08,0.9999781503652618
85/33,1.3649968167792483,3,5.899991370279289e-08,0.9999782093651756
89/13,2.775293712825306,3,5.899991370279289e-08,0.9999782683650893
55/48,0.1963972128035033,3,5.899991370279289e-08,0.999978327365003
27/80,-1.5670405927238935,3,5.899991370279289e-08,0.9999783863649168
10/93,-3.2172307162206693,3,5.899991370279289e-08,0.9999784453648305
33/79,-1.2593866288186495,3,5.899991370279289e-08,0.9999785043647442
75/32,1.2288186904958809,3,5.899991370279289e-08,0.999978563364658
50/67,-0.4222330006830476,3,5.899991370279289e-08,0.9999786223645717
95/7,3.762500686273344,3,5.899991370279289e-08,0.9999786813644854
21/79,-1.911463325398343,3,5.899991370279289e-08,0.9999787403643992
74/25,1.565597175854225,3,5.899991370279289e-08,0.9999787993643129
57/52,0.1324502960236496,3,5.899991370279289e-08,0.9999788583642266
54/55,-0.026472211361191,3,5.899991370279289e-08,0.9999789173641404
1/37,-5.20945336562895,3,5.899991370279289e-08,0.9999789763640541
7/99,-3.8220016980220057,3,5.899991370279289e-08,0.9999790353639678
52/51,0.0280143761695964,3,5.899991370279289e-08,0.9999790943638815
7/93,-3.7318038890504273,3,5.899991370279289e-08,0.9999791533637953
41/63,-0.6197279188818328,3,5.899991370279289e-08,0.999979212363709
58/45,0.3661278987978975,3,5.899991370279289e-08,0.9999792713636227
93/20,2.2172307162206693,3,5.899991370279289e-08,0.9999793303635365
71/43,0.7234823648025842,3,5.899991370279289e-08,0.9999793893634502
100/3,5.058893689053569,3,5.899991370279289e-08,0.9999794483633639
97/5,4.277984747299765,3,5.899991370279289e-08,0.9999795073632777
1/105,-6.714245517666122,3,5.899991370279289e-08,0.9999795663631914
22/81,-1.880418384247328,3,5.899991370279289e-08,0.9999796253631051
87/13,2.742503777707636,3,5.899991370279289e-08,0.9999796843630189
83/25,1.7311832415722,3,5.899991370279289e-08,0.9999797433629326
76/23,1.7243655573865726,3,5.899991370279289e-08,0.9999798023628463
99/2,5.62935662007961,3,5.899991370279289e-08,0.9999798613627601
61/36,0.7608123361205739,3,5.899991370279289e-08,0.9999799203626738
59/45,0.3907899530321665,3,5.899991370279289e-08,0.9999799793625875
85/24,1.8244284354165448,3,5.899991370279289e-08,0.9999800383625013
113,6.820178962415189,3,5.899991370279289e-08,0.999980097362415
41/75,-0.8712666858777973,3,5.899991370279289e-08,0.9999801563623287
75/28,1.4214637684382767,3,5.899991370279289e-08,0.9999802153622425
99/5,4.307428525192248,3,5.899991370279289e-08,0.9999802743621562
19/74,-1.961525852185364,3,5.899991370279289e-08,0.9999803333620699
16/25,-0.6438561897747247,3,5.899991370279289e-08,0.9999803923619837
57/49,0.2181801700495334,3,5.899991370279289e-08,0.9999804513618974
121/3,5.333900736553439,3,5.899991370279289e-08,0.9999805103618111
1/101,-6.658211482751796,3,5.899991370279289e-08,0.9999805693617249
101/9,3.4882864813094825,3,5.899991370279289e-08,0.9999806283616386
29/81,-1.4818690077570529,3,5.899991370279289e-08,0.9999806873615523
66/41,0.6868421147403698,3,5.899991370279289e-08,0.999980746361466
105/8,3.7142455176661215,3,5.899991370279289e-08,0.9999808053613798
48/61,-0.3457748368417301,3,5.899991370279289e-08,0.9999808643612935
17/91,-2.420331798948357,3,5.899991370279289e-08,0.9999809233612073
28/87,-1.6355885737911244,3,5.899991370279289e-08,0.999980982361121
57/40,0.5109619192773794,3,5.899991370279289e-08,0.9999810413610347
4/105,-4.714245517666122,3,5.899991370279289e-08,0.9999811003609484
2/97,-5.599912842187128,3,5.899991370279289e-08,0.9999811593608622
9/97,-3.429987840744815,3,5.899991370279289e-08,0.9999812183607759
57/56,0.0255350921071374,3,5.899991370279289e-08,0.9999812773606896
51/46,0.1488633859144827,3,5.899991370279289e-08,0.9999813363606034
93/10,3.2172307162206693,3,5.899991370279289e-08,0.9999813953605171
99/8,3.62935662007961,3,5.899991370279289e-08,0.9999814543604308
2/35,-4.129283016944967,3,5.899991370279289e-08,0.9999815133603446
49/66,-0.4296842752432452,3,5.899991370279289e-08,0.9999815723602583
59/57,0.0497530351970997,3,5.899991370279289e-08,0.999981631360172
61/42,0.5384199147841259,3,5.899991370279289e-08,0.9999816903600858
64/47,0.4454111483223625,3,5.899991370279289e-08,0.9999817493599995
79/23,1.78021879212009,3,5.899991370279289e-08,0.9999818083599132
84/25,1.7484612330040357,3,5.899991370279289e-08,0.999981867359827
9/95,-3.3999306068886352,3,5.899991370279289e-08,0.9999819263597407
55/59,-0.1012833358371817,3,5.899991370279289e-08,0.9999819853596544
89/18,2.305808429524085,3,5.899991370279289e-08,0.9999820443595682
48/59,-0.297680548640685,3,5.899991370279289e-08,0.9999821033594819
59/51,0.2102177073903458,3,5.899991370279289e-08,0.9999821623593956
55/54,0.0264722113611911,3,5.899991370279289e-08,0.9999822213593094
55/53,0.0534392589614604,3,5.899991370279289e-08,0.9999822803592231
92/19,2.2756344426134274,3,5.899991370279289e-08,0.9999823393591368
76/29,1.3899465183160131,3,5.899991370279289e-08,0.9999823983590506
44/61,-0.471305718925589,3,5.899991370279289e-08,0.9999824573589643
101/7,3.850856560694191,3,5.899991370279289e-08,0.999982516358878
53/61,-0.2028168829996871,3,5.899991370279289e-08,0.9999825753587918
69/32,1.1085244567781691,3,5.899991370279289e-08,0.9999826343587055
97/15,2.693022246578609,3,5.899991370279289e-08,0.9999826933586192
104/3,5.115477217419936,3,5.899991370279289e-08,0.999982752358533
11/91,-3.048363021561399,3,5.899991370279289e-08,0.9999828113584467
21/85,-2.017073513358941,3,5.899991370279289e-08,0.9999828703583604
39/70,-0.8438807980827181,3,5.899991370279289e-08,0.9999829293582742
99/14,2.8220016980220057,3,5.899991370279289e-08,0.9999829883581879
94/17,2.467126010427298,3,5.899991370279289e-08,0.9999830473581016
31/77,-1.312590230308026,3,5.899991370279289e-08,0.9999831063580154
59/48,0.2976805486406851,3,5.899991370279289e-08,0.9999831653579291
12/101,-3.073248982030639,3,5.899991370279289e-08,0.9999832243578428
69/31,1.1543281463912938,3,5.899991370279289e-08,0.9999832833577565
64/45,0.5081469036703253,3,5.899991370279289e-08,0.9999833423576703
5/99,-4.307428525192248,3,5.899991370279289e-08,0.999983401357584
87/20,2.1210154009613658,3,5.899991370279289e-08,0.9999834603574977
2/99,-5.6293566200796095,3,5.899991370279289e-08,0.9999835193574115
57/44,0.3734583955274444,3,5.899991370279289e-08,0.9999835783573252
76/33,1.2035333940851325,3,5.899991370279289e-08,0.9999836373572389
53/55,-0.0534392589614604,3,5.899991370279289e-08,0.9999836963571527
63/40,0.6553518286125541,3,5.899991370279289e-08,0.9999837553570664
13/96,-2.8845227825800643,2,3.9333275801861935e-08,0.9999837946903422
33/70,-1.0848888975865132,2,3.9333275801861935e-08,0.9999838340236179
95/22,2.1104239896936505,2,3.9333275801861935e-08,0.9999838733568936
37/69,-0.8990710911492192,2,3.9333275801861935e-08,0.9999839126901694
105/19,2.466318004222537,2,3.9333275801861935e-08,0.9999839520234451
23/112,-2.283792966000592,2,3.9333275801861935e-08,0.9999839913567209
11/100,-3.1844245711374275,2,3.9333275801861935e-08,0.9999840306899966
39/64,-0.7145977811377516,2,3.9333275801861935e-08,0.9999840700232724
71/31,1.195550809117807,2,3.9333275801861935e-08,0.9999841093565481
7/31,-2.146841388329271,2,3.9333275801861935e-08,0.9999841486898239
29/75,-1.3708376953683088,2,3.9333275801861935e-08,0.9999841880230996
95/18,2.3999306068886352,2,3.9333275801861935e-08,0.9999842273563754
111/8,3.794415866350106,2,3.9333275801861935e-08,0.9999842666896511
100/11,3.184424571137428,2,3.9333275801861935e-08,0.9999843060229269
30/79,-1.3968901525685844,2,3.9333275801861935e-08,0.9999843453562026
26/81,-1.6394102847435328,2,3.9333275801861935e-08,0.9999843846894784
71/54,0.3948596173412136,2,3.9333275801861935e-08,0.9999844240227541
17/90,-2.404390255079336,2,3.9333275801861935e-08,0.9999844633560299
1/108,-6.754887502163469,2,3.9333275801861935e-08,0.9999845026893056
44/69,-0.6490928381408719,2,3.9333275801861935e-08,0.9999845420225814
5/102,-4.350497247084133,2,3.9333275801861935e-08,0.9999845813558571
50/57,-0.189033824390017,2,3.9333275801861935e-08,0.9999846206891329
118/3,5.2976805486406855,2,3.9333275801861935e-08,0.9999846600224086
37/80,-1.1124747292584125,2,3.9333275801861935e-08,0.9999846993556843
86/31,1.4720684443152228,2,3.9333275801861935e-08,0.9999847386889601
89/15,2.5688428353578794,2,3.9333275801861935e-08,0.9999847780222358
9/106,-3.557995453120887,2,3.9333275801861935e-08,0.9999848173555116
49/69,-0.4938146126629608,2,3.9333275801861935e-08,0.9999848566887873
105/4,4.714245517666122,2,3.9333275801861935e-08,0.9999848960220631
5/106,-4.405992359675837,2,3.9333275801861935e-08,0.9999849353553388
65/42,0.6300503902496942,2,3.9333275801861935e-08,0.9999849746886146
111/5,4.472487771462744,2,3.9333275801861935e-08,0.9999850140218903
77/46,0.7432245846378887,2,3.9333275801861935e-08,0.9999850533551661
56/51,0.1349295800861086,2,3.9333275801861935e-08,0.9999850926884418
45/79,-0.8119276518474281,2,3.9333275801861935e-08,0.9999851320217176
76/35,1.1186444964986189,2,3.9333275801861935e-08,0.9999851713549933
8/93,-3.5391588111080314,2,3.9333275801861935e-08,0.9999852106882691
19/89,-2.2278059175228124,2,3.9333275801861935e-08,0.9999852500215448
63/50,0.3334237337251918,2,3.9333275801861935e-08,0.9999852893548206
37/65,-0.8129144473995048,2,3.9333275801861935e-08,0.9999853286880963
80/31,1.3677317845004873,2,3.9333275801861935e-08,0.9999853680213721
29/79,-1.4457997530495308,2,3.9333275801861935e-08,0.9999854073546478
54/49,0.1401776580482601,2,3.9333275801861935e-08,0.9999854466879236
115/2,5.845490050944376,2,3.9333275801861935e-08,0.9999854860211993
62/55,0.1728365968622155,2,3.9333275801861935e-08,0.999985525354475
45/73,-0.6979714625503425,2,3.9333275801861935e-08,0.9999855646877508
81/29,1.4818690077570529,2,3.9333275801861935e-08,0.9999856040210265
76/41,0.8903755088255019,2,3.9333275801861935e-08,0.9999856433543023
108/5,4.4329594072761065,2,3.9333275801861935e-08,0.999985682687578
21/86,-2.0339473319233377,2,3.9333275801861935e-08,0.9999857220208538
102/7,3.865070419913891,2,3.9333275801861935e-08,0.9999857613541295
3/97,-5.014950341465972,2,3.9333275801861935e-08,0.9999858006874053
33/82,-1.3131578852596302,2,3.9333275801861935e-08,0.999985840020681
97/11,3.1404812235498305,2,3.9333275801861935e-08,0.9999858793539568
98/19,2.3667823306716227,2,3.9333275801861935e-08,0.9999859186872325
49/59,-0.267933205246633,2,3.9333275801861935e-08,0.9999859580205083
27/83,-1.6201519291834563,2,3.9333275801861935e-08,0.999985997353784
35/82,-1.2282689876731174,2,3.9333275801861935e-08,0.9999860366870598
33/73,-1.145430439521564,2,3.9333275801861935e-08,0.9999860760203355
25/89,-1.831877241191673,2,3.9333275801861935e-08,0.9999861153536113
86/25,1.782408564927373,2,3.9333275801861935e-08,0.999986154686887
68/45,0.5956097449206647,2,3.9333275801861935e-08,0.9999861940201628
61/45,0.4388842412332117,2,3.9333275801861935e-08,0.9999862333534385
82/27,1.6026645024546151,2,3.9333275801861935e-08,0.9999862726867143
13/98,-2.914270125974116,2,3.9333275801861935e-08,0.99998631201999
101/15,2.7513208871432764,2,3.9333275801861935e-08,0.9999863513532657
92/27,1.7686744538935446,2,3.9333275801861935e-08,0.9999863906865415
57/59,-0.0497530351970996,2,3.9333275801861935e-08,0.9999864300198172
96/11,3.1255308820838588,2,3.9333275801861935e-08,0.999986469353093
55/56,-0.0259952085329445,2,3.9333275801861935e-08,0.9999865086863687
5/32,-2.678071905112638,2,3.9333275801861935e-08,0.9999865480196445
70/53,0.4013625623817672,2,3.9333275801861935e-08,0.9999865873529202
91/33,1.4634005208402432,2,3.9333275801861935e-08,0.999986626686196
37/71,-0.9402937538757324,2,3.9333275801861935e-08,0.9999866660194717
99/7,3.8220016980220057,2,3.9333275801861935e-08,0.9999867053527475
12/97,-3.014950341465972,2,3.9333275801861935e-08,0.9999867446860232
93/13,2.83871909296694,2,3.9333275801861935e-08,0.999986784019299
42/73,-0.797507136101257,2,3.9333275801861935e-08,0.9999868233525747
46/65,-0.4988058569714416,2,3.9333275801861935e-08,0.9999868626858505
90/19,2.243925582886089,2,3.9333275801861935e-08,0.9999869020191262
9/98,-3.444784842672896,2,3.9333275801861935e-08,0.999986941352402
3/107,-5.156504485679991,2,3.9333275801861935e-08,0.9999869806856777
40/81,-1.0179219079972626,2,3.9333275801861935e-08,0.9999870200189535
75/46,0.7052567344388679,2,3.9333275801861935e-08,0.9999870593522292
9/94,-3.384663850235325,2,3.9333275801861935e-08,0.999987098685505
17/96,-2.497499659470817,2,3.9333275801861935e-08,0.9999871380187807
84/19,2.144389909335175,2,3.9333275801861935e-08,0.9999871773520564
30/91,-1.600904044590178,2,3.9333275801861935e-08,0.9999872166853322
15/109,-2.861293729168408,2,3.9333275801861935e-08,0.9999872560186079
105/16,2.714245517666123,2,3.9333275801861935e-08,0.9999872953518837
29/76,-1.3899465183160131,2,3.9333275801861935e-08,0.9999873346851594
43/75,-0.8025539357937829,2,3.9333275801861935e-08,0.9999873740184352
63/43,0.5510151687978185,2,3.9333275801861935e-08,0.9999874133517109
1/104,-6.700439718141092,2,3.9333275801861935e-08,0.9999874526849867
59/49,0.267933205246633,2,3.9333275801861935e-08,0.9999874920182624
7/110,-3.974004791467056,2,3.9333275801861935e-08,0.9999875313515382
89/24,1.8907709302452416,2,3.9333275801861935e-08,0.9999875706848139
39/71,-0.8643449006424336,2,3.9333275801861935e-08,0.9999876100180897
10/107,-3.4195388915137843,2,3.9333275801861935e-08,0.9999876493513654
69/38,0.8605969433345837,2,3.9333275801861935e-08,0.9999876886846412
39/73,-0.9044223400177688,2,3.9333275801861935e-08,0.9999877280179169
71/69,0.0412226627265128,2,3.9333275801861935e-08,0.9999877673511927
3/113,-5.235216461694032,2,3.9333275801861935e-08,0.9999878066844684
37/68,-0.8780094756213899,2,3.9333275801861935e-08,0.9999878460177442
23/79,-1.78021879212009,2,3.9333275801861935e-08,0.9999878853510199
23/84,-1.868755466721748,2,3.9333275801861935e-08,0.9999879246842956
7/104,-3.893084796083489,2,3.9333275801861935e-08,0.9999879640175714
25/81,-1.6959938131099002,2,3.9333275801861935e-08,0.9999880033508471
92/15,2.616671360448495,2,3.9333275801861935e-08,0.9999880426841229
39/76,-0.9625252945813372,2,3.9333275801861935e-08,0.9999880820173986
77/30,1.359895945086383,2,3.9333275801861935e-08,0.9999881213506744
46/59,-0.3590810933048283,2,3.9333275801861935e-08,0.9999881606839501
72/41,0.8123729968242287,2,3.9333275801861935e-08,0.9999882000172259
31/89,-1.5215371205795225,2,3.9333275801861935e-08,0.9999882393505016
35/79,-1.1744977312321363,2,3.9333275801861935e-08,0.9999882786837774
27/76,-1.493040011280117,2,3.9333275801861935e-08,0.9999883180170531
56/57,-0.0255350921071376,2,3.9333275801861935e-08,0.9999883573503289
114/13,3.13245029602365,2,3.9333275801861935e-08,0.9999883966836046
98/3,5.029747343394052,2,3.9333275801861935e-08,0.9999884360168804
51/70,-0.4568576749734709,2,3.9333275801861935e-08,0.9999884753501561
32/5,2.678071905112638,2,3.9333275801861935e-08,0.9999885146834319
18/89,-2.305808429524085,2,3.9333275801861935e-08,0.9999885540167076
77/45,0.7749334443652266,2,3.9333275801861935e-08,0.9999885933499834
3/125,-5.380821783940931,2,3.9333275801861935e-08,0.9999886326832591
9/109,-3.5982593233346143,2,3.9333275801861935e-08,0.9999886720165349
42/65,-0.6300503902496942,2,3.9333275801861935e-08,0.9999887113498106
36/71,-0.9798221180623696,2,3.9333275801861935e-08,0.9999887506830863
125/7,4.158429362604483,2,3.9333275801861935e-08,0.9999887900163621
68/33,1.043068721891886,2,3.9333275801861935e-08,0.9999888293496378
86/19,2.1783372412585127,2,3.9333275801861935e-08,0.9999888686829136
55/62,-0.1728365968622156,2,3.9333275801861935e-08,0.9999889080161893
33/86,-1.3818706353436443,2,3.9333275801861935e-08,0.9999889473494651
9/92,-3.3536369546147005,2,3.9333275801861935e-08,0.9999889866827408
103/15,2.7796099315747,2,3.9333275801861935e-08,0.9999890260160166
109/6,4.183221824055771,2,3.9333275801861935e-08,0.9999890653492923
15/97,-2.693022246578609,2,3.9333275801861935e-08,0.9999891046825681
117/5,4.548436624696042,2,3.9333275801861935e-08,0.9999891440158438
3/103,-5.1015380264620624,2,3.9333275801861935e-08,0.9999891833491196
77/27,1.5118990385314328,2,3.9333275801861935e-08,0.9999892226823953
105/13,3.0138057995250307,2,3.9333275801861935e-08,0.9999892620156711
13/25,-0.9434164716336324,2,3.9333275801861935e-08,0.9999893013489468
53/48,0.1429579538420431,2,3.9333275801861935e-08,0.9999893406822226
56/69,-0.3011695347205648,2,3.9333275801861935e-08,0.9999893800154983
31/72,-1.2157286910554372,2,3.9333275801861935e-08,0.9999894193487741
18/79,-2.1338557467347905,2,3.9333275801861935e-08,0.9999894586820498
57/46,0.3093280581077287,2,3.9333275801861935e-08,0.9999894980153256
90/23,1.968291140272662,2,3.9333275801861935e-08,0.9999895373486013
103/11,3.227068908545921,2,3.9333275801861935e-08,0.999989576681877
9/101,-3.4882864813094825,2,3.9333275801861935e-08,0.9999896160151528
94/11,3.09515723304034,2,3.9333275801861935e-08,0.9999896553484285
6/103,-4.1015380264620624,2,3.9333275801861935e-08,0.9999896946817043
103/3,5.1015380264620624,2,3.9333275801861935e-08,0.99998973401498
53/57,-0.1049695596015425,2,3.9333275801861935e-08,0.9999897733482558
41/70,-0.7717310123268828,2,3.9333275801861935e-08,0.9999898126815315
37/78,-1.0759488532332986,2,3.9333275801861935e-08,0.9999898520148073
77/36,1.0968615392525891,2,3.9333275801861935e-08,0.999989891348083
25/87,-1.799087306074004,2,3.9333275801861935e-08,0.9999899306813588
65/46,0.4988058569714417,2,3.9333275801861935e-08,0.9999899700146345
59/52,0.182203331220749,2,3.9333275801861935e-08,0.9999900093479103
49/62,-0.339486466271667,2,3.9333275801861935e-08,0.999990048681186
99/20,2.307428525192248,2,3.9333275801861935e-08,0.9999900880144618
54/59,-0.1277555471983727,2,3.9333275801861935e-08,0.9999901273477375
22/19,0.2115041051937118,2,3.9333275801861935e-08,0.9999901666810133
5/121,-4.596935142387233,2,3.9333275801861935e-08,0.999990206014289
53/60,-0.1789701410453194,2,3.9333275801861935e-08,0.9999902453475648
32/69,-1.1085244567781691,2,3.9333275801861935e-08,0.9999902846808405
98/25,1.9708536543404835,2,3.9333275801861935e-08,0.9999903240141162
78/31,1.3312059084753731,2,3.9333275801861935e-08,0.999990363347392
74/31,1.2552570552420748,2,3.9333275801861935e-08,0.9999904026806677
51/59,-0.2102177073903456,2,3.9333275801861935e-08,0.9999904420139435
75/44,0.7693870718585837,2,3.9333275801861935e-08,0.9999904813472192
90/17,2.4043902550793352,2,3.9333275801861935e-08,0.999990520680495
49/65,-0.4076579689132463,2,3.9333275801861935e-08,0.9999905600137707
45/74,-0.7176002692992751,2,3.9333275801861935e-08,0.9999905993470465
16/93,-2.5391588111080314,2,3.9333275801861935e-08,0.9999906386803222
8/29,-1.8579809951275723,2,3.9333275801861935e-08,0.999990678013598
103/5,4.364572432295856,2,3.9333275801861935e-08,0.9999907173468737
34/77,-1.179323699444562,2,3.9333275801861935e-08,0.9999907566801495
77/31,1.312590230308026,2,3.9333275801861935e-08,0.9999907960134252
24/79,-1.7188182474559466,2,3.9333275801861935e-08,0.999990835346701
24/91,-1.9228321394775405,2,3.9333275801861935e-08,0.9999908746799767
98/15,2.7078192485066896,2,3.9333275801861935e-08,0.9999909140132525
110/7,3.9740047914670553,2,3.9333275801861935e-08,0.9999909533465282
33/76,-1.203533394085132,2,3.9333275801861935e-08,0.999990992679804
21/82,-1.9652345818393235,2,3.9333275801861935e-08,0.9999910320130797
57/50,0.1890338243900168,2,3.9333275801861935e-08,0.9999910713463555
14/97,-2.792557920129524,2,3.9333275801861935e-08,0.9999911106796312
107/12,3.156504485679991,2,3.9333275801861935e-08,0.999991150012907
74/27,1.4545658634654814,2,3.9333275801861935e-08,0.9999911893461827
54/73,-0.4349370567165488,2,3.9333275801861935e-08,0.9999912286794584
78/41,0.9278502142441646,2,3.9333275801861935e-08,0.9999912680127342
47/57,-0.2783011624871043,1,1.9666637900930964e-08,0.9999912876793721
69/56,0.301169534720565,1,1.9666637900930964e-08,0.9999913073460099
30/89,-1.5688428353578792,1,1.9666637900930964e-08,0.9999913270126478
23/82,-1.8339900485610705,1,1.9666637900930964e-08,0.9999913466792857
13/107,-3.0410272682600548,1,1.9666637900930964e-08,0.9999913663459236
86/33,1.3818706353436443,1,1.9666637900930964e-08,0.9999913860125614
41/79,-0.9462287435590192,1,1.9666637900930964e-08,0.9999914056791993
43/78,-0.8591374641601502,1,1.9666637900930964e-08,0.9999914253458372
120/7,4.099535673550915,1,1.9666637900930964e-08,0.999991445012475
99/29,1.7713756249520376,1,1.9666637900930964e-08,0.9999914646791129
107/21,2.3491495636223867,1,1.9666637900930964e-08,0.9999914843457508
65/57,0.1894777988637128,1,1.9666637900930964e-08,0.9999915040123887
2/117,-5.870364719583405,1,1.9666637900930964e-08,0.9999915236790266
40/7,2.5145731728297585,1,1.9666637900930964e-08,0.9999915433456644
68/55,0.3061031277256797,1,1.9666637900930964e-08,0.9999915630123023
81/22,1.880418384247328,1,1.9666637900930964e-08,0.9999915826789402
73/45,0.6979714625503426,1,1.9666637900930964e-08,0.999991602345578
61/65,-0.0916304754655682,1,1.9666637900930964e-08,0.9999916220122159
67/42,0.6737717676790123,1,1.9666637900930964e-08,0.9999916416788538
76/63,0.2706475899436689,1,1.9666637900930964e-08,0.9999916613454917
