delta,delta_log2,frequency,density,cumulative_density
54/5,3.4329594072761065,1080,2.123996893300544e-05,0.994587426583431
15/43,-1.5193741590935794,1073,2.1102302467698923e-05,0.9946085288858987
7/53,-2.920565532505595,1067,2.0984302640293337e-05,0.994629513188539
43/15,1.5193741590935794,1065,2.094496936449148e-05,0.9946504581579034
44/13,1.7589919004962054,1065,2.094496936449148e-05,0.9946714031272679
29/31,-0.0962153152593031,1049,2.063030315807658e-05,0.994692033430426
50/9,2.473931188332412,1041,2.047297005486913e-05,0.9947125064004809
8/49,-2.6147098441152083,1036,2.037463686536448e-05,0.9947328810373463
9/50,-2.473931188332412,1035,2.0354970227463548e-05,0.9947532360075737
42/17,1.304854581528421,1014,1.9941970831543995e-05,0.9947731779784053
53/7,2.920565532505595,1003,1.9725637814633755e-05,0.9947929036162199
56,5.807354922057605,1001,1.968630453883189e-05,0.9948125899207587
21/37,-0.8171359428501895,995,1.9568304711426308e-05,0.9948321582254701
21/38,-0.8556100906648251,989,1.9450304884020725e-05,0.9948516085303541
17/5,1.7655347463629771,985,1.9371638332417e-05,0.9948709801686866
46/11,2.064130337419716,984,1.9351971694516067e-05,0.9948903321403811
17/43,-1.3388019134517588,982,1.931263841871421e-05,0.9949096447787998
7/51,-2.8650704199138914,982,1.931263841871421e-05,0.9949289574172185
11/46,-2.064130337419716,981,1.9292971780813277e-05,0.9949482503889994
19/41,-1.109624491174498,976,1.919463859130862e-05,0.9949674450275907
17/42,-1.304854581528421,974,1.915530531550676e-05,0.9949866003329062
41/19,1.1096244911744984,973,1.9135638677605827e-05,0.9950057359715838
35/27,0.3743955147814979,972,1.9115972039704894e-05,0.9950248519436236
38/21,0.8556100906648252,970,1.9076638763903037e-05,0.9950439285823874
49/9,2.444784842672896,969,1.9056972126002105e-05,0.9950629855545134
34/23,0.5639008851933264,962,1.8919305660695583e-05,0.9950819048601741
27/35,-0.3743955147814978,962,1.8919305660695583e-05,0.9951008241658348
23/34,-0.5639008851933265,961,1.8899639022794657e-05,0.9951197238048576
13/47,-1.8541491335365448,958,1.8840639109091864e-05,0.9951385644439666
51/7,2.8650704199138914,954,1.876197255748814e-05,0.9951573264165241
23/37,-0.685891409571937,953,1.874230591958721e-05,0.9951760687224437
43/17,1.3388019134517586,948,1.8643972730082552e-05,0.9951947126951738
21/40,-0.929610672108602,942,1.852597290267697e-05,0.9952132386680764
37/21,0.8171359428501895,940,1.8486639626875105e-05,0.9952317253077033
47/13,1.8541491335365448,936,1.8407973075271383e-05,0.9952501332807786
31/29,0.0962153152593029,931,1.8309639885766725e-05,0.9952684429206644
1/56,-5.807354922057605,929,1.8270306609964864e-05,0.9952867132272744
40/21,0.929610672108602,921,1.8112973506757417e-05,0.9953048262007811
19/39,-1.037474705418663,920,1.8093306868856485e-05,0.99532291950765
9/49,-2.444784842672896,918,1.8053973593054624e-05,0.995340973481243
39/19,1.037474705418663,918,1.8053973593054624e-05,0.995359027454836
37/23,0.685891409571937,912,1.7935973765649038e-05,0.9953769634286016
26/33,-0.3439544012173613,911,1.791630712774811e-05,0.9953948797357294
3/56,-4.2223924213364485,905,1.7798307300342522e-05,0.9954126780430297
4/53,-3.727920454563199,902,1.773930738663973e-05,0.9954304173504164
33/26,0.3439544012173612,897,1.7640974197135075e-05,0.9954480583246135
31/26,0.253756592245783,896,1.7621307559234143e-05,0.9954656796321727
48/11,2.1255308820838588,895,1.760164092133321e-05,0.995483281273094
26/31,-0.253756592245783,891,1.752297436972949e-05,0.9955008042474638
5/17,-1.7655347463629771,878,1.7267308077017387e-05,0.9955180715555408
53/4,3.727920454563199,866,1.7031308422206215e-05,0.9955351028639631
16/41,-1.3575520046180838,845,1.6618309026286666e-05,0.9955517211729894
50/13,1.9434164716336328,836,1.6441309285178286e-05,0.9955681624822745
11/48,-2.125530882083859,828,1.628397618197084e-05,0.9955844464584565
59,5.882643049361842,825,1.6224976268268046e-05,0.9956006714347247
27/32,-0.2451124978365314,821,1.614630971666432e-05,0.9956168177444414
31/27,0.1993088082234066,821,1.614630971666432e-05,0.9956329640541581
13/50,-1.9434164716336324,819,1.610697644086246e-05,0.995649071030599
8/55,-2.7813597135246595,816,1.6047976527159666e-05,0.9956651190071262
51/10,2.350497247084133,807,1.5870976786051287e-05,0.9956809899839122
25/38,-0.6040713236688607,805,1.5831643510249426e-05,0.9956968216274225
1/59,-5.882643049361842,803,1.5792310234447565e-05,0.9957126139376569
56/3,4.2223924213364485,799,1.571364368284384e-05,0.9957283275813397
41/18,1.1876270031757714,798,1.569397704494291e-05,0.9957440215583846
41/16,1.3575520046180838,798,1.569397704494291e-05,0.9957597155354295
40/23,0.7983661388303495,796,1.5654643769141046e-05,0.9957753701791987
55/6,3.1963972128035034,794,1.5615310493339185e-05,0.995790985489692
1/57,-5.832890014164742,793,1.5595643855438253e-05,0.9958065811335475
38/25,0.6040713236688608,791,1.5556310579636392e-05,0.9958221374441271
45/17,1.4043902550793357,791,1.5556310579636392e-05,0.9958376937547067
6/55,-3.1963972128035034,786,1.5457977390131738e-05,0.9958531517320968
32/27,0.2451124978365313,785,1.5438310752230806e-05,0.995868590042849
10/51,-2.350497247084133,784,1.5418644114329877e-05,0.9958840086869634
30/31,-0.0473057147783566,783,1.5398977476428945e-05,0.9958994076644397
27/31,-0.1993088082234066,781,1.5359644200627084e-05,0.9959147673086404
20/43,-1.1043366598147355,779,1.532031092482522e-05,0.9959300876195651
57/5,3.51096191927738,778,1.530064428692429e-05,0.995945388263852
51/8,2.672425341971496,776,1.5261311011122426e-05,0.9959606495748632
17/45,-1.4043902550793357,775,1.5241644373221496e-05,0.9959758912192365
15/46,-1.6166713604484946,774,1.5221977735320563e-05,0.9959911131969718
15/47,-1.647698256069119,771,1.5162977821617774e-05,0.9960062761747934
55/8,2.7813597135246595,768,1.510397790791498e-05,0.9960213801527014
47/12,1.9696263509564813,765,1.5044977994212187e-05,0.9960364251306956
46/15,1.6166713604484946,763,1.5005644718410325e-05,0.996051430775414
58/5,3.53605290024021,763,1.5005644718410325e-05,0.9960664364201325
23/40,-0.7983661388303496,763,1.5005644718410325e-05,0.9960814420648509
51/14,1.865070419913892,753,1.4808978339401016e-05,0.9960962510431903
47/15,1.647698256069119,752,1.4789311701500084e-05,0.9961110403548918
8/51,-2.672425341971496,752,1.4789311701500084e-05,0.9961258296665934
5/58,-3.53605290024021,751,1.4769645063599154e-05,0.996140599311657
31/30,0.0473057147783568,748,1.471064514989636e-05,0.9961553099568069
44/21,1.067114195858537,742,1.4592645322490776e-05,0.9961699026021293
14/51,-1.865070419913892,741,1.4572978684589843e-05,0.9961844755808139
60,5.906890595608519,740,1.4553312046688911e-05,0.9961990288928606
18/41,-1.1876270031757714,737,1.449431213298612e-05,0.9962135232049936
12/47,-1.9696263509564813,734,1.4435312219283328e-05,0.9962279585172128
43/20,1.1043366598147355,732,1.4395978943481466e-05,0.9962423544961563
57,5.832890014164742,732,1.4395978943481466e-05,0.9962567504750998
36/25,0.5260688116675877,730,1.4356645667679605e-05,0.9962711071207675
10/53,-2.4059923596758366,730,1.4356645667679605e-05,0.9962854637664352
33/28,0.2370391973008493,724,1.4238645840274018e-05,0.9962997024122755
28/33,-0.2370391973008493,722,1.4199312564472156e-05,0.99631390172484
45/16,1.4918530963296748,719,1.4140312650769362e-05,0.9963280420374908
57/2,4.832890014164742,718,1.4120646012868432e-05,0.9963421626835037
36/23,0.6463630453852995,718,1.4120646012868432e-05,0.9963562833295166
42/23,0.8687554667217473,712,1.4002646185462846e-05,0.9963702859757021
2/57,-4.832890014164742,711,1.3982979547561917e-05,0.9963842689552497
21/44,-1.0671141958585368,711,1.3982979547561917e-05,0.9963982519347973
6/53,-3.142957953842044,708,1.3923979633859122e-05,0.9964121759144311
53/10,2.4059923596758366,702,1.3805979806453536e-05,0.9964259818942376
23/36,-0.6463630453852997,699,1.3746979892750744e-05,0.9964397288741303
10/13,-0.3785116232537298,698,1.3727313254849812e-05,0.9964534561873852
13/10,0.3785116232537298,695,1.366831334114702e-05,0.9964671245007264
5/57,-3.51096191927738,694,1.3648646703246088e-05,0.9964807731474297
25/36,-0.5260688116675878,691,1.3589646789543297e-05,0.9964943627942192
1/60,-5.906890595608519,681,1.3392980410533988e-05,0.9965077557746298
16/45,-1.4918530963296748,676,1.3294647221029333e-05,0.9965210504218508
53/6,3.142957953842044,676,1.3294647221029333e-05,0.9965343450690718
23/42,-0.8687554667217473,673,1.3235647307326538e-05,0.9965475807163792
56/9,2.637429920615292,667,1.3117647479920951e-05,0.9965606983638591
19/42,-1.1443899093351748,649,1.2763647997704196e-05,0.9965734620118568
11/52,-2.241008099503795,634,1.2468648429190231e-05,0.996585930660286
31/35,-0.1750867065580913,617,1.2134315584874405e-05,0.9965980649758709
29/33,-0.1864131242308813,617,1.2134315584874405e-05,0.9966101992914558
44/19,1.211504105193712,616,1.2114648946973474e-05,0.9966223139404028
23/39,-0.7618402628052355,613,1.205564903327068e-05,0.9966343695894361
54/7,2.9475325801058645,613,1.205564903327068e-05,0.9966464252384694
42/19,1.144389909335175,612,1.203598239536975e-05,0.9966584612208648
39/23,0.7618402628052355,611,1.2016315757468818e-05,0.9966704775366222
21/41,-0.9652345818393234,610,1.1996649119567888e-05,0.9966824741857417
49/15,1.70781924850669,609,1.1976982481666956e-05,0.9966944511682234
9/56,-2.637429920615292,606,1.1917982567964164e-05,0.9967063691507914
19/44,-1.2115041051937117,602,1.183931601636044e-05,0.9967182084668077
52/11,2.241008099503795,600,1.1799982740558578e-05,0.9967300084495483
33/29,0.1864131242308813,599,1.1780316102657647e-05,0.9967417887656509
63/2,4.977279923499917,597,1.1740982826855785e-05,0.9967535297484778
49/12,2.0297473433940523,595,1.1701649551053924e-05,0.9967652313980288
7/54,-2.9475325801058645,595,1.1701649551053924e-05,0.9967769330475797
15/49,-1.70781924850669,595,1.1701649551053924e-05,0.9967886346971307
41/22,0.8981203859807864,592,1.164264963735113e-05,0.9968002773467681
37/26,0.5090136474878577,589,1.1583649723648336e-05,0.9968118609964918
11/54,-2.295455883526172,589,1.1583649723648336e-05,0.9968234446462154
33/32,0.0443941193584534,585,1.1504983172044614e-05,0.9968349496293875
41/21,0.9652345818393234,583,1.1465649896242753e-05,0.9968464152792837
54/11,2.295455883526172,583,1.1465649896242753e-05,0.99685788092918
29/34,-0.2294818461227673,581,1.142631662044089e-05,0.9968693072458005
12/49,-2.0297473433940523,580,1.140664998253996e-05,0.996880713895783
13/48,-1.884522782580064,579,1.1386983344639027e-05,0.9968921008791277
39/25,0.6415460290875238,577,1.1347650068837166e-05,0.9969034485291965
51/11,2.2129937233341983,575,1.1308316793035304e-05,0.9969147568459896
41/24,0.7725895038969274,574,1.1288650155134371e-05,0.9969260454961447
29/36,-0.3119440063147402,574,1.1288650155134371e-05,0.9969373341462998
11/51,-2.2129937233341983,574,1.1288650155134371e-05,0.9969486227964549
22/39,-0.8259706002249511,573,1.1268983517233444e-05,0.9969598917799721
35/31,0.1750867065580914,571,1.122965024143158e-05,0.9969711214302136
25/39,-0.6415460290875236,570,1.120998360353065e-05,0.9969823314138171
39/22,0.8259706002249511,563,1.1072317138224133e-05,0.9969934037309554
9/55,-2.611434712082348,560,1.101331722452134e-05,0.9970044170481799
32/33,-0.0443941193584533,559,1.0993650586620409e-05,0.9970154106987665
2/63,-4.977279923499917,554,1.0895317397115751e-05,0.9970263060161636
34/29,0.2294818461227671,553,1.0875650759214822e-05,0.9970371816669228
48/13,1.884522782580064,551,1.0836317483412962e-05,0.9970480179844062
26/37,-0.5090136474878575,550,1.081665084551203e-05,0.9970588346352517
48/17,1.497499659470817,548,1.0777317569710168e-05,0.9970696119528214
27/34,-0.332575339086871,546,1.0737984293908306e-05,0.9970803499371154
9/52,-2.53051471669878,545,1.0718317656007377e-05,0.9970910682547713
57/8,2.8328900141647417,544,1.0698651018106445e-05,0.9971017669057894
24/37,-0.6244908649077935,541,1.0639651104403651e-05,0.9971124065568938
55/9,2.611434712082347,541,1.0639651104403651e-05,0.9971230462079982
22/41,-0.8981203859807864,538,1.0580651190700858e-05,0.9971336268591889
3/62,-4.36923380966572,534,1.0501984639097136e-05,0.9971441288438281
17/48,-1.4974996594708168,534,1.0501984639097136e-05,0.9971546308284672
27/38,-0.493040011280117,533,1.0482318001196204e-05,0.9971651131464684
53/9,2.557995453120887,532,1.0462651363295272e-05,0.9971755757978317
38/27,0.493040011280117,530,1.0423318087493413e-05,0.9971859991159192
46/17,1.4360991148066735,525,1.0324984897988757e-05,0.9971963241008172
36/29,0.3119440063147403,523,1.0285651622186894e-05,0.9972066097524394
8/57,-2.8328900141647417,523,1.0285651622186894e-05,0.9972168954040616
17/46,-1.4360991148066735,523,1.0285651622186894e-05,0.9972271810556838
12/53,-2.142957953842043,522,1.0265984984285964e-05,0.9972374470406681
37/24,0.6244908649077937,520,1.02266517084841e-05,0.9972476736923765
52/9,2.53051471669878,520,1.02266517084841e-05,0.997257900344085
45/19,1.2439255828860891,520,1.02266517084841e-05,0.9972681269957935
24/41,-0.7725895038969276,517,1.0167651794781308e-05,0.9972782946475882
47/18,1.384663850235325,514,1.0108651881078516e-05,0.9972884032994693
6/59,-3.297680548640685,513,1.0088985243177584e-05,0.9972984922847125
4/57,-3.8328900141647417,511,1.0049651967375725e-05,0.9973085419366798
3/58,-4.273018494406416,508,9.99065205367293e-06,0.9973185325887335
59/6,3.297680548640685,507,9.970985415771998e-06,0.9973285035741493
18/43,-1.2563397532597855,504,9.911985502069206e-06,0.9973384155596513
7/57,-3.0255350921071376,504,9.911985502069206e-06,0.9973483275451533
9/53,-2.5579954531208866,502,9.872652226267344e-06,0.9973582001973796
35/33,0.0848888975865129,501,9.852985588366411e-06,0.9973680531829681
62/3,4.36923380966572,501,9.852985588366411e-06,0.9973779061685565
33/35,-0.084888897586513,494,9.715319123059896e-06,0.9973876214876796
42/25,0.7484612330040356,494,9.715319123059896e-06,0.9973973368068026
16/7,1.1926450779423958,493,9.695652485158966e-06,0.9974070324592879
18/47,-1.384663850235325,493,9.695652485158966e-06,0.9974167281117731
1/62,-5.954196310386876,493,9.695652485158966e-06,0.9974264237642583
53/12,2.142957953842043,490,9.636652571456173e-06,0.9974360604168298
43/18,1.2563397532597858,490,9.636652571456173e-06,0.9974456970694012
31/32,-0.0458036896131247,487,9.57765265775338e-06,0.997455274722059
7/16,-1.1926450779423958,485,9.538319381951517e-06,0.997464813041441
57/4,3.8328900141647417,484,9.518652744050586e-06,0.997474331694185
19/45,-1.2439255828860891,484,9.518652744050586e-06,0.997483850346929
59/3,4.2976805486406855,482,9.479319468248724e-06,0.9974933296663973
2/61,-4.930737337562887,482,9.479319468248724e-06,0.9975028089858655
3/59,-4.2976805486406855,481,9.459652830347791e-06,0.9975122686386959
32/31,0.0458036896131247,480,9.439986192446864e-06,0.9975217086248883
62,5.954196310386876,480,9.439986192446864e-06,0.9975311486110807
60/7,3.0995356735509145,477,9.38098627874407e-06,0.9975405295973595
59/4,3.8826430493618416,477,9.38098627874407e-06,0.9975499105836383
4/59,-3.8826430493618416,473,9.302319727140346e-06,0.9975592129033655
1/65,-6.022367813028454,472,9.282653089239415e-06,0.9975684955564547
7/60,-3.0995356735509145,467,9.18431989973476e-06,0.9975776798763544
25/42,-0.7484612330040356,466,9.164653261833829e-06,0.9975868445296162
58/3,4.273018494406416,460,9.046653434428242e-06,0.9975958911830506
61/2,4.930737337562887,458,9.00732015862638e-06,0.9976048985032092
47/16,1.5545888516776374,457,8.987653520725451e-06,0.99761388615673
16/47,-1.5545888516776374,455,8.948320244923588e-06,0.9976228344769749
34/27,0.3325753390868709,455,8.948320244923588e-06,0.9976317827972198
41/25,0.713695814843359,455,8.948320244923588e-06,0.9976407311174647
4/19,-2.2479275134435857,450,8.849987055418934e-06,0.9976495811045201
57/7,3.0255350921071376,450,8.849987055418934e-06,0.9976584310915755
25/41,-0.713695814843359,446,8.77132050381521e-06,0.9976672024120793
19/4,2.2479275134435857,443,8.712320590112417e-06,0.9976759147326694
35/34,0.0418201756946269,436,8.5746541248059e-06,0.9976844893867942
55/12,2.1963972128035034,423,8.318987832093797e-06,0.9976928083746263
21/43,-1.0339473319233377,421,8.279654556291936e-06,0.9977010880291826
61/5,3.608809242675524,420,8.259987918391004e-06,0.997709348017101
5/61,-3.608809242675524,418,8.220654642589143e-06,0.9977175686717435
31/33,-0.0901978089715781,416,8.18132136678728e-06,0.9977257499931104
7/59,-3.0752881273042374,415,8.16165472888635e-06,0.9977339116478392
63/5,3.6553518286125537,412,8.102654815183557e-06,0.9977420143026544
1/22,-4.459431618637297,411,8.082988177282626e-06,0.9977500972908318
14/55,-1.9740047914670555,409,8.043654901480764e-06,0.9977581409457332
55/14,1.9740047914670555,406,7.98465498777797e-06,0.997766125600721
51/13,1.971985623830404,406,7.98465498777797e-06,0.9977741102557087
33/31,0.0901978089715781,405,7.96498834987704e-06,0.9977820752440586
34/35,-0.041820175694627,403,7.925655074075179e-06,0.9977900008991327
65,6.022367813028454,399,7.846988522471455e-06,0.9977978478876552
43/21,1.0339473319233377,394,7.7486553329668e-06,0.9978055965429882
49/17,1.5272470028648688,393,7.728988695065869e-06,0.9978133255316832
20/49,-1.292781749227846,389,7.650322143462145e-06,0.9978209758538267
37/30,0.3025627700204313,388,7.630655505561213e-06,0.9978286065093322
1/63,-5.977279923499917,387,7.610988867660282e-06,0.9978362174982
17/49,-1.5272470028648688,387,7.610988867660282e-06,0.9978438284870677
63,5.977279923499917,387,7.610988867660282e-06,0.9978514394759354
15/52,-1.793549122532574,386,7.591322229759352e-06,0.9978590307981651
10/57,-2.51096191927738,384,7.55198895395749e-06,0.997866582787119
22,4.459431618637297,384,7.55198895395749e-06,0.997874134776073
12/55,-2.1963972128035034,383,7.532322316056559e-06,0.9978816670983891
5/63,-3.6553518286125546,381,7.492989040254697e-06,0.9978891600874293
27/37,-0.4545658634654813,381,7.492989040254697e-06,0.9978966530764696
45/22,1.0324214776923777,378,7.433989126551904e-06,0.9979040870655961
13/51,-1.971985623830404,377,7.414322488650973e-06,0.9979115013880847
37/27,0.4545658634654813,377,7.414322488650973e-06,0.9979189157105733
30/37,-0.3025627700204312,376,7.394655850750042e-06,0.9979263103664241
40/27,0.5670405927238937,376,7.394655850750042e-06,0.9979337050222749
14/11,0.3479233034203068,376,7.394655850750042e-06,0.9979410996781256
37/33,0.1650592462704962,375,7.374989212849111e-06,0.9979484746673385
59/7,3.0752881273042374,375,7.374989212849111e-06,0.9979558496565514
22/45,-1.0324214776923777,375,7.374989212849111e-06,0.9979632246457643
28/39,-0.4780472968046442,373,7.33565593704725e-06,0.9979705603017013
53/15,1.8210298589546805,372,7.315989299146318e-06,0.9979778762910004
65/3,4.437405312307299,371,7.296322661245388e-06,0.9979851726136617
19/50,-1.3959286763311392,368,7.237322747542595e-06,0.9979924099364093
57/10,2.51096191927738,368,7.237322747542595e-06,0.9979996472591568
33/37,-0.1650592462704963,367,7.217656109641663e-06,0.9980068649152665
29/37,-0.3514723705013777,362,7.119322920137009e-06,0.9980139842381867
49/20,1.2927817492278462,360,7.0799896443351465e-06,0.998021064227831
27/40,-0.5670405927238937,358,7.040656368533285e-06,0.9980281048841996
52/15,1.7935491225325737,355,6.981656454830492e-06,0.9980350865406544
39/28,0.4780472968046441,355,6.981656454830492e-06,0.9980420681971093
3/61,-4.345774836841731,353,6.942323179028631e-06,0.9980490105202883
11/14,-0.3479233034203069,353,6.942323179028631e-06,0.9980559528434673
51/19,1.42449782852791,351,6.902989903226768e-06,0.9980628558333705
50/19,1.3959286763311394,348,6.843989989523976e-06,0.99806969982336
19/51,-1.42449782852791,347,6.824323351623044e-06,0.9980765241467117
44/25,0.8155754288625726,347,6.824323351623044e-06,0.9980833484700633
45/23,0.9682911402726618,346,6.804656713722114e-06,0.9980901531267771
57/13,2.132450296023649,343,6.7456568000193205e-06,0.9980968987835771
15/53,-1.821029858954681,339,6.666990248415597e-06,0.9981035657738255
21/46,-1.1312445332782528,337,6.627656972613735e-06,0.9981101934307981
25/44,-0.8155754288625725,337,6.627656972613735e-06,0.9981168210877707
4/65,-4.022367813028454,336,6.607990334712804e-06,0.9981234290781054
13/57,-2.132450296023649,336,6.607990334712804e-06,0.9981300370684401
27/43,-0.6713772525386293,336,6.607990334712804e-06,0.9981366450587748
23/45,-0.968291140272662,334,6.568657058910942e-06,0.9981432137158337
13/53,-2.027480736422107,332,6.52932378310908e-06,0.9981497430396168
34/33,0.0430687218918859,331,6.509657145208149e-06,0.998156252696762
39/31,0.3312059084753731,328,6.450657231505356e-06,0.9981627033539935
61/3,4.34577483684173,324,6.371990679901633e-06,0.9981690753446734
37/29,0.3514723705013778,324,6.371990679901633e-06,0.9981754473353532
3/65,-4.437405312307298,324,6.371990679901633e-06,0.9981818193260331
29/40,-0.4639470997597903,322,6.33265740409977e-06,0.9981881519834372
40/29,0.4639470997597903,321,6.312990766198839e-06,0.9981944649742034
69,6.10852445677817,318,6.253990852496046e-06,0.9982007189650559
33/34,-0.0430687218918859,317,6.234324214595116e-06,0.9982069532892706
36/35,0.0406419844973457,316,6.214657576694184e-06,0.9982131679468472
19/47,-1.306661338234052,313,6.155657662991391e-06,0.9982193236045103
63/4,3.9772799234999168,312,6.135991025090461e-06,0.9982254595955353
18/49,-1.444784842672896,312,6.135991025090461e-06,0.9982315955865604
43/23,0.9027027986450852,311,6.116324387189529e-06,0.9982377119109476
47/19,1.306661338234052,309,6.076991111387668e-06,0.998243788902059
61/9,2.760812336120574,307,6.037657835585806e-06,0.9982498265598946
9/61,-2.760812336120574,306,6.017991197684875e-06,0.9982558445510923
65/4,4.022367813028454,306,6.017991197684875e-06,0.99826186254229
49/18,1.444784842672896,305,5.998324559783944e-06,0.9982678608668498
23/43,-0.9027027986450852,304,5.9786579218830125e-06,0.9982738395247717
2/23,-3.523561956057013,304,5.9786579218830125e-06,0.9982798181826935
53/13,2.027480736422107,303,5.958991283982082e-06,0.9982857771739775
23/2,3.523561956057013,302,5.939324646081151e-06,0.9982917164986236
46/21,1.1312445332782528,301,5.91965800818022e-06,0.9982976361566318
4/63,-3.9772799234999168,301,5.91965800818022e-06,0.99830355581464
21/47,-1.1622714288988771,299,5.880324732378358e-06,0.9983094361393724
13/54,-2.0544477840223765,297,5.8409914565764965e-06,0.998315277130829
15/56,-1.9004643264490857,296,5.821324818675565e-06,0.9983210984556476
31/39,-0.3312059084753732,296,5.821324818675565e-06,0.9983269197804663
21/50,-1.2515387669959643,295,5.801658180774634e-06,0.998332721438647
10/59,-2.560714954474479,293,5.762324904972772e-06,0.998338483763552
17/8,1.0874628412503395,291,5.72299162917091e-06,0.9983442067551812
35/36,-0.0406419844973459,291,5.72299162917091e-06,0.9983499297468104
43/27,0.6713772525386293,290,5.70332499126998e-06,0.9983556330718016
3/67,-4.481126689736617,287,5.6443250775671865e-06,0.9983612773968792
67/3,4.481126689736616,286,5.624658439666255e-06,0.9983669020553189
59/10,2.560714954474479,285,5.604991801765325e-06,0.9983725070471207
39/29,0.4274212237346763,285,5.604991801765325e-06,0.9983781120389225
60/11,2.447458976971221,283,5.565658525963463e-06,0.9983836776974484
64/5,3.678071905112638,282,5.545991888062532e-06,0.9983892236893365
5/64,-3.678071905112638,281,5.526325250161601e-06,0.9983947500145867
62/7,3.146841388329271,281,5.526325250161601e-06,0.9984002763398369
8/17,-1.0874628412503395,280,5.50665861226067e-06,0.9984057829984491
13/56,-2.106915203916512,280,5.50665861226067e-06,0.9984112896570613
1/69,-6.10852445677817,279,5.486991974359739e-06,0.9984167766490356
9/58,-2.68805599368526,279,5.486991974359739e-06,0.9984222636410099
50/21,1.2515387669959643,278,5.467325336458808e-06,0.9984277309663464
7/62,-3.146841388329271,277,5.4476586985578765e-06,0.998433178625045
54/13,2.0544477840223765,276,5.427992060656946e-06,0.9984386066171056
58/9,2.68805599368526,275,5.408325422756015e-06,0.9984440149425283
56/15,1.9004643264490857,274,5.388658784855084e-06,0.9984494036013132
19/48,-1.3370349872775709,272,5.349325509053222e-06,0.9984547529268223
57/11,2.3734583955274444,271,5.329658871152291e-06,0.9984600825856934
47/21,1.1622714288988771,269,5.290325595350429e-06,0.9984653729112888
32/37,-0.2094533656289497,268,5.270658957449499e-06,0.9984706435702463
7/65,-3.21501289097085,268,5.270658957449499e-06,0.9984759142292038
48/19,1.3370349872775706,265,5.2116590437467055e-06,0.9984811258882476
41/28,0.5501970825604795,263,5.172325767944844e-06,0.9984862982140155
11/60,-2.4474589769712214,261,5.132992492142982e-06,0.9984914312065076
16/51,-1.6724253419714956,261,5.132992492142982e-06,0.9984965641989998
28/41,-0.5501970825604795,261,5.132992492142982e-06,0.998501697191492
29/39,-0.4274212237346762,259,5.09365921634112e-06,0.9985067908507083
56/13,2.106915203916512,259,5.09365921634112e-06,0.9985118845099246
65/7,3.21501289097085,258,5.073992578440189e-06,0.998516958502503
9/59,-2.712718047919529,258,5.073992578440189e-06,0.9985220324950814
58/11,2.3985493764902746,256,5.034659302638327e-06,0.9985270671543841
66/5,3.722466024471091,256,5.034659302638327e-06,0.9985321018136868
35/39,-0.1561192019172818,255,5.014992664737396e-06,0.9985371168063515
65/6,3.4374053123072987,255,5.014992664737396e-06,0.9985421317990162
39/35,0.1561192019172819,254,4.995326026836465e-06,0.998547127125043
17/52,-1.6129768768907529,252,4.955992751034603e-06,0.9985520831177941
24/43,-0.8413022539809418,249,4.89699283733181e-06,0.9985569801106314
5/66,-3.722466024471091,247,4.857659561529948e-06,0.9985618377701929
66,6.044394119358453,247,4.857659561529948e-06,0.9985666954297544
26/45,-0.7914133781885827,247,4.857659561529948e-06,0.9985715530893159
22/47,-1.09515723304034,246,4.837992923629017e-06,0.9985763910822395
47/22,1.09515723304034,245,4.818326285728086e-06,0.9985812094085252
20/51,-1.3504972470841332,245,4.818326285728086e-06,0.998586027734811
1/66,-6.044394119358453,244,4.798659647827155e-06,0.9985908263944588
27/41,-0.6026645024546151,243,4.778993009926224e-06,0.9985956053874687
35/37,-0.0801703486839833,242,4.759326372025293e-06,0.9986003647138407
61/6,3.3457748368417306,242,4.759326372025293e-06,0.9986051240402127
11/58,-2.398549376490275,241,4.739659734124363e-06,0.9986098636999469
37/35,0.0801703486839833,241,4.739659734124363e-06,0.998614603359681
3/64,-4.415037499278844,240,4.719993096223431e-06,0.9986193233527773
6/65,-3.437405312307298,240,4.719993096223431e-06,0.9986240433458735
51/20,1.3504972470841332,239,4.7003264583225e-06,0.9986287436723318
43/24,0.8413022539809418,238,4.6806598204215694e-06,0.9986334243321522
36/31,0.2157286910554372,238,4.6806598204215694e-06,0.9986381049919726
37/32,0.2094533656289497,236,4.641326544619708e-06,0.9986427463185172
59/9,2.712718047919529,236,4.641326544619708e-06,0.9986473876450619
64/3,4.415037499278844,236,4.641326544619708e-06,0.9986520289716065
11/57,-2.3734583955274444,235,4.621659906718776e-06,0.9986566506315132
43/26,0.7258250365610058,234,4.601993268817846e-06,0.998661252624782
52/17,1.6129768768907526,231,4.542993355115053e-06,0.9986657956181371
41/30,0.4506614090095652,231,4.542993355115053e-06,0.9986703386114921
63/10,2.655351828612554,230,4.523326717214121e-06,0.9986748619382093
6/61,-3.3457748368417306,230,4.523326717214121e-06,0.9986793852649265
42/29,0.5343364276511882,227,4.464326803511329e-06,0.9986838495917301
45/26,0.7914133781885826,224,4.405326889808536e-06,0.9986882549186199
31/38,-0.2937312030567103,223,4.385660251907605e-06,0.9986926405788719
51/16,1.6724253419714956,221,4.346326976105743e-06,0.998696986905848
55/17,1.6938968722743202,218,4.28732706240295e-06,0.9987012742329103
28/45,-0.6844981742720706,218,4.28732706240295e-06,0.9987055615599727
38/31,0.2937312030567103,216,4.247993786601088e-06,0.9987098095537593
